id_lead,origem_canal,campanha_tipo,dispositivo,metodo_tracking,paginas_vistas,tempo_sessao_segundos,scroll_depth_max,baixou_material_rico,cargo,tamanho_empresa,tipo_email,converteu
2892,LinkedIn Ads,Retargeting,Desktop,Client-side,10,750,75%,0,Gerente,200+,Genérico,0
2893,Organic Search,Lookalike,Mobile,Client-side,9,1017,50%,0,Analista,200+,Genérico,0
2894,LinkedIn Ads,Lookalike,Mobile,Client-side,12,1212,75%,0,Analista,1-10,Genérico,1
2895,Google Ads,Retargeting,Mobile,Server-side,10,910,50%,0,Gerente,1-10,Genérico,0
2896,Direct,Lookalike,Desktop,Client-side,4,436,75%,0,Gerente,200+,Genérico,0
2897,,,Mobile,Client-side,2,118,25%,0,Coordenador,1-10,Corporativo,0
2898,Google Ads,Nenhuma,Mobile,Server-side,13,1001,75%,0,Gerente,200+,Genérico,1
2899,,,Mobile,Client-side,9,306,25%,1,Estagiário,200+,Corporativo,1
2900,Google Ads,Retargeting,Mobile,Client-side,14,532,75%,0,Gerente,11-50,Genérico,1
2901,Google Ads,Institucional,Desktop,Server-side,4,116,50%,0,Coordenador,200+,Genérico,0
2902,Organic Search,Lookalike,Mobile,Server-side,4,428,100%,0,Coordenador,51-200,Genérico,0
2903,Google Ads,Lookalike,Mobile,Server-side,11,385,75%,1,Gerente,1-10,Corporativo,1
2904,Meta Ads,Lookalike,Mobile,Client-side,6,372,50%,0,Coordenador,51-200,Genérico,0
2905,,,Mobile,Client-side,8,400,100%,0,Coordenador,1-10,Genérico,1
2906,Google Ads,Retargeting,Mobile,Client-side,5,175,50%,0,Coordenador,200+,Corporativo,0
2907,Referral,Institucional,Mobile,Client-side,12,1188,100%,0,Coordenador,51-200,Corporativo,1
2908,Google Ads,Institucional,Mobile,Server-side,8,376,25%,0,Gerente,11-50,Corporativo,1
2909,Meta Ads,Search,Desktop,Client-side,1,81,75%,0,Coordenador,200+,Genérico,0
2910,Meta Ads,Lookalike,Mobile,Client-side,13,507,50%,1,Estagiário,200+,Corporativo,1
2911,Google Ads,Lookalike,Mobile,Server-side,4,216,75%,0,Gerente,200+,Genérico,0
2912,Google Ads,Search,Mobile,Server-side,1,78,25%,0,C-Level,11-50,Genérico,0
2913,Organic Search,Institucional,Mobile,Server-side,3,84,25%,0,Analista,51-200,Genérico,1
2914,Referral,PMax,Mobile,Server-side,11,319,75%,0,Gerente,200+,Genérico,0
2915,Google Ads,Nenhuma,Desktop,Client-side,7,448,50%,0,Coordenador,51-200,Genérico,0
2916,LinkedIn Ads,PMax,Mobile,Server-side,1,101,50%,0,Gerente,200+,Corporativo,1
2917,Organic Search,Institucional,Mobile,Client-side,5,170,50%,1,C-Level,200+,Corporativo,1
2918,,,Mobile,Client-side,1,49,75%,0,Gerente,200+,Corporativo,1
2919,Meta Ads,PMax,Mobile,Server-side,6,402,50%,1,C-Level,11-50,Corporativo,1
2920,Meta Ads,Retargeting,Mobile,Server-side,9,1035,50%,1,Estagiário,200+,Genérico,0
2921,Meta Ads,Retargeting,Mobile,Server-side,3,177,100%,0,Analista,51-200,Genérico,0
2922,Organic Search,Search,Mobile,Server-side,11,1210,50%,0,Coordenador,200+,Genérico,0
2923,Organic Search,Institucional,Mobile,Server-side,11,1210,25%,0,Gerente,51-200,Genérico,1
2924,Google Ads,Institucional,Mobile,Client-side,14,1428,50%,0,Gerente,51-200,Corporativo,1
2925,Meta Ads,PMax,Mobile,Server-side,12,1116,75%,0,Analista,1-10,Genérico,0
2926,Direct,Lookalike,Mobile,Server-side,6,378,75%,0,Analista,51-200,Genérico,0
2927,Organic Search,Institucional,Mobile,Server-side,4,260,50%,1,Gerente,1-10,Genérico,1
2928,,,Mobile,Client-side,6,150,75%,0,Coordenador,11-50,Corporativo,0
2929,Organic Search,PMax,Desktop,Client-side,2,86,75%,0,Gerente,200+,Genérico,0
2930,Meta Ads,Nenhuma,Mobile,Server-side,4,368,50%,0,Gerente,11-50,Genérico,1
2931,Meta Ads,Nenhuma,Mobile,Client-side,13,1430,100%,1,Analista,11-50,Genérico,0
2932,LinkedIn Ads,Institucional,Mobile,Client-side,13,338,100%,0,Analista,51-200,Corporativo,1
2933,,,Desktop,Client-side,7,175,100%,0,C-Level,200+,Genérico,1
2934,Meta Ads,Search,Desktop,Client-side,11,572,100%,0,Analista,200+,Corporativo,1
2935,Organic Search,Search,Mobile,Server-side,6,624,25%,0,Estagiário,11-50,Corporativo,0
2936,Google Ads,Nenhuma,Mobile,Client-side,9,513,50%,1,Analista,1-10,Genérico,1
2937,Organic Search,Institucional,Desktop,Server-side,11,693,75%,0,Analista,1-10,Genérico,0
2938,,,Mobile,Client-side,7,252,75%,0,Analista,51-200,Genérico,0
2939,Referral,Search,Mobile,Client-side,1,50,50%,0,Gerente,1-10,Genérico,0
2940,Google Ads,Search,Desktop,Client-side,6,336,75%,1,C-Level,1-10,Genérico,1
2941,Google Ads,Nenhuma,Mobile,Server-side,11,330,25%,0,Analista,11-50,Corporativo,1
2942,LinkedIn Ads,Nenhuma,Mobile,Client-side,3,333,100%,0,Gerente,1-10,Genérico,0
2943,Google Ads,Institucional,Desktop,Server-side,8,192,50%,0,Estagiário,200+,Genérico,0
2944,Organic Search,Nenhuma,Mobile,Server-side,13,1079,75%,0,Analista,11-50,Corporativo,1
2945,Organic Search,Retargeting,Mobile,Server-side,1,95,25%,0,Coordenador,11-50,Genérico,0
2946,Google Ads,PMax,Mobile,Server-side,10,220,75%,0,C-Level,1-10,Corporativo,1
2947,,,Mobile,Client-side,2,150,25%,0,C-Level,200+,Genérico,0
2948,,,Mobile,Client-side,3,246,75%,0,Analista,200+,Corporativo,0
2949,Meta Ads,Lookalike,Mobile,Client-side,14,798,100%,1,Analista,1-10,Genérico,0
2950,Direct,Retargeting,Mobile,Client-side,3,219,50%,0,C-Level,200+,Genérico,0
2951,Organic Search,Institucional,Desktop,Server-side,7,147,100%,0,Analista,51-200,Corporativo,0
2952,LinkedIn Ads,Lookalike,Mobile,Server-side,13,1417,100%,0,Gerente,51-200,Genérico,1
2953,Organic Search,Lookalike,Desktop,Client-side,8,168,75%,0,Estagiário,1-10,Corporativo,0
2954,Meta Ads,Nenhuma,Desktop,Client-side,9,279,100%,0,Gerente,11-50,Genérico,1
2955,Direct,Retargeting,Mobile,Server-side,7,413,50%,1,Coordenador,11-50,Genérico,0
2956,LinkedIn Ads,Institucional,Mobile,Client-side,8,168,25%,0,Coordenador,200+,Corporativo,0
2957,Organic Search,Search,Desktop,Server-side,11,1089,25%,0,Gerente,51-200,Genérico,1
2958,Direct,Nenhuma,Mobile,Client-side,6,678,75%,0,Estagiário,11-50,Genérico,0
2959,Google Ads,Retargeting,Mobile,Client-side,2,152,50%,0,Analista,200+,Genérico,0
2960,Organic Search,Search,Mobile,Server-side,1,66,50%,0,Coordenador,51-200,Genérico,0
2961,Google Ads,Retargeting,Desktop,Client-side,3,165,25%,1,Analista,11-50,Genérico,0
2962,Meta Ads,Nenhuma,Mobile,Server-side,9,207,25%,1,Estagiário,200+,Genérico,0
2963,Meta Ads,Search,Mobile,Server-side,13,1222,100%,1,Analista,1-10,Genérico,1
2964,Referral,Nenhuma,Mobile,Server-side,7,301,75%,0,Analista,1-10,Genérico,0
2965,Direct,Retargeting,Desktop,Server-side,2,202,25%,1,C-Level,11-50,Corporativo,1
2966,,,Mobile,Client-side,14,1540,25%,0,Coordenador,200+,Genérico,0
2967,Organic Search,PMax,Mobile,Server-side,1,81,50%,1,Coordenador,51-200,Corporativo,0
2968,Meta Ads,Lookalike,Mobile,Server-side,2,42,50%,0,Gerente,1-10,Corporativo,1
2969,Direct,Nenhuma,Mobile,Server-side,3,102,50%,0,Gerente,51-200,Genérico,0
2970,Meta Ads,Nenhuma,Mobile,Server-side,14,1316,25%,1,Coordenador,200+,Corporativo,0
2971,Meta Ads,Nenhuma,Mobile,Server-side,6,660,75%,0,Analista,1-10,Corporativo,0
2972,Google Ads,Search,Mobile,Client-side,12,816,100%,1,Analista,11-50,Corporativo,1
2973,Organic Search,Institucional,Desktop,Server-side,9,954,75%,0,Estagiário,1-10,Genérico,0
2974,Organic Search,Nenhuma,Mobile,Server-side,8,432,25%,1,C-Level,11-50,Corporativo,1
2975,Meta Ads,Lookalike,Mobile,Server-side,10,1130,100%,0,Gerente,51-200,Corporativo,1
2976,,,Desktop,Client-side,9,594,75%,0,Gerente,1-10,Genérico,0
2977,Organic Search,Nenhuma,Mobile,Server-side,11,473,25%,0,Analista,200+,Genérico,0
2978,,,Mobile,Client-side,11,1122,75%,0,Coordenador,51-200,Genérico,0
2979,,,Desktop,Client-side,8,632,25%,0,Coordenador,51-200,Genérico,0
2980,Referral,Search,Mobile,Server-side,7,784,50%,0,Analista,11-50,Genérico,0
2981,Meta Ads,Nenhuma,Mobile,Server-side,6,576,75%,0,Analista,200+,Genérico,0
2982,Google Ads,Lookalike,Mobile,Client-side,8,536,50%,0,C-Level,51-200,Corporativo,1
2983,Organic Search,Retargeting,Mobile,Server-side,6,252,50%,0,Gerente,1-10,Genérico,0
2984,Organic Search,Institucional,Mobile,Client-side,2,62,100%,0,Estagiário,11-50,Genérico,0
2985,,,Desktop,Client-side,13,780,100%,0,Analista,200+,Corporativo,0
2986,Referral,Search,Mobile,Client-side,9,432,75%,0,Analista,11-50,Genérico,0
2987,Google Ads,Lookalike,Mobile,Server-side,9,801,25%,1,Gerente,11-50,Genérico,1
2988,Meta Ads,Nenhuma,Mobile,Client-side,3,210,100%,0,Gerente,51-200,Genérico,0
2989,Organic Search,Search,Desktop,Client-side,9,378,100%,0,Coordenador,1-10,Genérico,0
2990,Direct,Retargeting,Desktop,Server-side,2,100,50%,0,C-Level,1-10,Corporativo,0
2991,Google Ads,PMax,Mobile,Client-side,12,480,50%,0,C-Level,200+,Genérico,0
2992,Organic Search,Nenhuma,Desktop,Server-side,14,602,25%,0,C-Level,200+,Genérico,1
2993,Meta Ads,Lookalike,Desktop,Server-side,3,273,100%,0,Analista,1-10,Genérico,0
2994,Meta Ads,Search,Mobile,Server-side,14,392,100%,0,Coordenador,11-50,Genérico,0
2995,Google Ads,Search,Mobile,Client-side,6,246,25%,1,Coordenador,11-50,Corporativo,1
2996,Direct,Nenhuma,Mobile,Client-side,14,322,100%,1,Coordenador,1-10,Genérico,0
2997,Google Ads,Search,Desktop,Server-side,4,384,75%,1,C-Level,51-200,Corporativo,1
2998,Meta Ads,PMax,Desktop,Client-side,8,936,75%,0,Analista,11-50,Genérico,0
2999,Google Ads,Search,Mobile,Client-side,1,22,25%,0,Gerente,1-10,Genérico,0
3000,Direct,Institucional,Mobile,Client-side,13,611,50%,0,Coordenador,51-200,Corporativo,1
3001,LinkedIn Ads,Institucional,Mobile,Client-side,6,654,25%,0,Analista,11-50,Corporativo,0
3002,Organic Search,Search,Desktop,Server-side,2,234,75%,0,Coordenador,200+,Corporativo,0
3003,Google Ads,Nenhuma,Desktop,Server-side,6,204,100%,0,Analista,11-50,Genérico,0
3004,LinkedIn Ads,Institucional,Mobile,Client-side,14,378,100%,0,Analista,11-50,Corporativo,0
3005,Meta Ads,Lookalike,Mobile,Client-side,1,67,50%,0,Gerente,1-10,Genérico,0
3006,Organic Search,Institucional,Mobile,Server-side,2,236,50%,0,Gerente,11-50,Genérico,1
3007,Direct,Search,Desktop,Client-side,9,963,75%,0,Analista,11-50,Genérico,0
3008,Google Ads,Nenhuma,Mobile,Server-side,6,426,50%,0,C-Level,51-200,Corporativo,1
3009,,,Mobile,Client-side,8,592,25%,0,Estagiário,1-10,Genérico,0
3010,Google Ads,Nenhuma,Desktop,Server-side,7,392,75%,0,Analista,51-200,Genérico,0
3011,Meta Ads,Nenhuma,Mobile,Server-side,9,207,100%,0,Estagiário,200+,Corporativo,0
3012,Google Ads,Nenhuma,Desktop,Client-side,9,666,100%,0,Analista,11-50,Genérico,0
3013,Meta Ads,Lookalike,Mobile,Client-side,11,341,100%,0,Analista,1-10,Genérico,0
3014,,,Mobile,Client-side,4,152,50%,0,Gerente,200+,Genérico,0
3015,LinkedIn Ads,Search,Desktop,Server-side,7,686,75%,0,C-Level,1-10,Genérico,1
3016,Meta Ads,PMax,Mobile,Client-side,5,380,50%,0,C-Level,11-50,Genérico,0
3017,Organic Search,Retargeting,Mobile,Server-side,7,791,25%,0,Gerente,1-10,Corporativo,1
3018,Meta Ads,PMax,Mobile,Client-side,4,224,75%,0,Gerente,1-10,Genérico,0
3019,Google Ads,Search,Mobile,Server-side,12,1140,50%,0,Coordenador,51-200,Corporativo,1
3020,Organic Search,Search,Mobile,Server-side,10,1020,100%,0,Coordenador,1-10,Corporativo,0
3021,Google Ads,Retargeting,Desktop,Client-side,11,1287,100%,0,Gerente,1-10,Corporativo,1
3022,Meta Ads,Search,Desktop,Client-side,11,286,25%,0,C-Level,51-200,Genérico,0
3023,LinkedIn Ads,Retargeting,Desktop,Client-side,1,111,25%,0,Estagiário,11-50,Corporativo,0
3024,Meta Ads,Retargeting,Mobile,Server-side,4,296,25%,0,Analista,200+,Corporativo,1
3025,Google Ads,Search,Desktop,Client-side,13,611,100%,0,Analista,51-200,Corporativo,1
3026,Meta Ads,Institucional,Desktop,Client-side,10,1120,50%,0,Coordenador,11-50,Genérico,0
3027,Direct,Retargeting,Mobile,Server-side,3,168,100%,0,Gerente,11-50,Genérico,0
3028,LinkedIn Ads,Search,Mobile,Client-side,9,927,100%,0,Coordenador,200+,Genérico,0
3029,LinkedIn Ads,Institucional,Mobile,Server-side,5,400,100%,0,Estagiário,11-50,Genérico,0
3030,LinkedIn Ads,Retargeting,Desktop,Client-side,4,376,50%,0,Coordenador,51-200,Corporativo,0
3031,Google Ads,Institucional,Mobile,Client-side,8,464,100%,0,Gerente,11-50,Corporativo,1
3032,,,Desktop,Client-side,5,210,25%,1,Coordenador,200+,Corporativo,1
3033,Organic Search,Nenhuma,Mobile,Server-side,3,213,25%,0,C-Level,200+,Corporativo,1
3034,Google Ads,Lookalike,Desktop,Client-side,2,206,25%,0,Analista,51-200,Genérico,0
3035,Google Ads,Institucional,Mobile,Server-side,8,824,25%,1,Estagiário,51-200,Genérico,1
3036,Google Ads,Retargeting,Mobile,Client-side,12,360,100%,0,Analista,11-50,Corporativo,1
3037,,,Mobile,Client-side,2,170,100%,0,Analista,200+,Corporativo,1
3038,Referral,PMax,Mobile,Server-side,14,448,100%,0,Analista,200+,Corporativo,1
3039,,,Desktop,Client-side,8,768,25%,0,Analista,11-50,Genérico,0
3040,,,Desktop,Client-side,5,300,50%,0,Gerente,200+,Corporativo,1
3041,Google Ads,PMax,Mobile,Client-side,8,544,75%,0,Analista,51-200,Genérico,0
3042,Referral,Retargeting,Mobile,Server-side,5,170,75%,0,C-Level,51-200,Corporativo,1
3043,Google Ads,Institucional,Mobile,Server-side,1,75,75%,0,Analista,11-50,Genérico,0
3044,Meta Ads,Search,Mobile,Client-side,12,876,50%,0,Analista,11-50,Genérico,0
3045,,,Mobile,Client-side,13,650,100%,1,Analista,11-50,Corporativo,1
3046,Organic Search,Lookalike,Desktop,Server-side,11,880,75%,1,C-Level,51-200,Genérico,1
3047,Meta Ads,Retargeting,Desktop,Server-side,14,1078,75%,0,Coordenador,51-200,Genérico,0
3048,Meta Ads,Retargeting,Mobile,Client-side,11,1166,100%,0,Coordenador,200+,Genérico,0
3049,Meta Ads,Lookalike,Mobile,Server-side,2,158,75%,0,Estagiário,51-200,Genérico,0
3050,Google Ads,Search,Mobile,Client-side,14,1008,100%,0,Gerente,11-50,Genérico,1
3051,Google Ads,Nenhuma,Mobile,Client-side,6,630,75%,1,Gerente,1-10,Genérico,1
3052,Meta Ads,Lookalike,Mobile,Client-side,3,240,100%,1,Analista,1-10,Genérico,0
3053,Google Ads,Search,Mobile,Client-side,8,792,25%,0,Gerente,1-10,Genérico,0
3054,Google Ads,PMax,Mobile,Client-side,5,305,50%,0,Analista,1-10,Corporativo,0
3055,LinkedIn Ads,Retargeting,Mobile,Server-side,3,144,75%,0,Estagiário,1-10,Genérico,0
3056,Referral,Search,Mobile,Client-side,12,1236,100%,0,Gerente,51-200,Genérico,1
3057,LinkedIn Ads,Institucional,Mobile,Client-side,10,1110,25%,0,C-Level,11-50,Genérico,0
3058,Google Ads,Institucional,Mobile,Client-side,7,322,100%,0,Gerente,11-50,Corporativo,1
3059,Google Ads,Retargeting,Desktop,Server-side,14,882,75%,1,Analista,200+,Corporativo,1
3060,Referral,Lookalike,Desktop,Server-side,8,896,75%,0,Analista,11-50,Genérico,0
3061,Google Ads,Nenhuma,Desktop,Client-side,4,96,75%,1,C-Level,200+,Genérico,1
3062,Google Ads,Lookalike,Mobile,Client-side,13,923,75%,0,Analista,11-50,Corporativo,1
3063,Meta Ads,Search,Mobile,Client-side,13,936,75%,1,Gerente,200+,Corporativo,1
3064,LinkedIn Ads,Lookalike,Mobile,Client-side,11,781,25%,0,Gerente,200+,Genérico,1
3065,,,Mobile,Client-side,9,513,100%,0,Coordenador,11-50,Corporativo,1
3066,,,Desktop,Client-side,6,378,100%,1,Analista,1-10,Genérico,1
3067,Google Ads,PMax,Mobile,Server-side,14,1008,75%,0,Estagiário,11-50,Corporativo,1
3068,Referral,Lookalike,Mobile,Client-side,1,21,100%,0,Coordenador,11-50,Corporativo,0
3069,,,Mobile,Client-side,5,365,25%,0,C-Level,1-10,Corporativo,1
3070,LinkedIn Ads,Nenhuma,Mobile,Client-side,5,515,75%,1,Analista,11-50,Corporativo,1
3071,Organic Search,Search,Desktop,Server-side,7,672,50%,0,Coordenador,200+,Genérico,1
3072,LinkedIn Ads,Institucional,Mobile,Client-side,7,763,25%,0,Gerente,1-10,Corporativo,1
3073,,,Mobile,Client-side,6,324,75%,1,Coordenador,1-10,Corporativo,1
3074,Google Ads,Retargeting,Mobile,Server-side,8,520,100%,0,Coordenador,51-200,Genérico,1
3075,Meta Ads,Lookalike,Desktop,Client-side,2,182,25%,1,Gerente,200+,Corporativo,1
3076,Direct,Nenhuma,Mobile,Client-side,14,1554,75%,0,Gerente,200+,Corporativo,1
3077,,,Mobile,Client-side,13,1274,100%,0,Analista,11-50,Corporativo,0
3078,Google Ads,Nenhuma,Mobile,Server-side,13,962,100%,0,C-Level,11-50,Genérico,1
3079,,,Desktop,Client-side,7,637,75%,0,Coordenador,200+,Genérico,0
3080,Direct,Institucional,Mobile,Server-side,10,300,25%,0,Gerente,200+,Genérico,1
3081,Organic Search,Lookalike,Mobile,Client-side,7,336,75%,0,Analista,200+,Genérico,0
3082,Direct,Search,Desktop,Client-side,4,352,75%,1,Coordenador,11-50,Genérico,0
3083,Google Ads,Lookalike,Desktop,Server-side,12,984,75%,1,Estagiário,200+,Genérico,1
3084,Meta Ads,Institucional,Mobile,Client-side,10,660,75%,0,Analista,200+,Genérico,0
3085,Organic Search,Search,Desktop,Client-side,2,52,75%,0,Estagiário,1-10,Corporativo,0
3086,,,Mobile,Client-side,4,332,100%,0,C-Level,200+,Genérico,0
3087,Meta Ads,Search,Desktop,Server-side,4,404,75%,0,Gerente,51-200,Genérico,0
3088,,,Mobile,Client-side,12,996,25%,0,Gerente,11-50,Corporativo,1
3089,,,Mobile,Client-side,12,1332,50%,0,Coordenador,1-10,Corporativo,1
3090,Google Ads,Nenhuma,Desktop,Client-side,6,186,75%,0,C-Level,200+,Genérico,1
3091,Meta Ads,Search,Desktop,Client-side,14,434,25%,0,C-Level,200+,Corporativo,1
3092,Referral,Retargeting,Mobile,Client-side,7,385,50%,0,Analista,1-10,Genérico,0
3093,Meta Ads,Lookalike,Desktop,Client-side,3,144,25%,0,Analista,1-10,Corporativo,0
3094,Organic Search,Search,Mobile,Client-side,10,300,100%,0,Coordenador,1-10,Genérico,0
3095,Google Ads,Nenhuma,Desktop,Server-side,1,72,100%,0,Estagiário,51-200,Corporativo,0
3096,LinkedIn Ads,Search,Mobile,Client-side,3,267,50%,0,C-Level,51-200,Genérico,1
3097,Referral,Search,Mobile,Client-side,9,936,50%,0,Analista,1-10,Genérico,0
3098,Google Ads,Search,Mobile,Server-side,1,93,50%,0,Coordenador,200+,Genérico,0
3099,Google Ads,Retargeting,Mobile,Server-side,13,1495,100%,0,Gerente,11-50,Genérico,1
3100,Meta Ads,Institucional,Mobile,Server-side,8,528,100%,1,Analista,51-200,Genérico,0
3101,Google Ads,Institucional,Mobile,Client-side,2,104,25%,0,Analista,11-50,Genérico,0
3102,Organic Search,Search,Mobile,Server-side,6,600,100%,0,Analista,11-50,Corporativo,0
3103,Direct,Retargeting,Desktop,Server-side,3,258,50%,0,Coordenador,51-200,Corporativo,0
3104,Meta Ads,Retargeting,Mobile,Client-side,7,434,75%,0,Estagiário,11-50,Corporativo,0
3105,Google Ads,Search,Mobile,Client-side,2,74,75%,0,Gerente,200+,Corporativo,1
3106,Meta Ads,Nenhuma,Mobile,Client-side,4,372,50%,0,Coordenador,51-200,Genérico,0
3107,Organic Search,Nenhuma,Mobile,Server-side,10,720,100%,0,Coordenador,51-200,Genérico,0
3108,Google Ads,PMax,Mobile,Client-side,9,522,50%,0,Analista,11-50,Genérico,0
3109,Meta Ads,Search,Mobile,Client-side,6,546,100%,0,Analista,11-50,Genérico,0
3110,,,Mobile,Client-side,4,212,75%,1,Gerente,1-10,Genérico,1
3111,LinkedIn Ads,Nenhuma,Mobile,Server-side,2,112,25%,0,Analista,51-200,Corporativo,0
3112,Google Ads,Nenhuma,Mobile,Client-side,10,600,100%,0,Gerente,11-50,Genérico,0
3113,Organic Search,Search,Mobile,Server-side,14,1624,25%,0,Analista,200+,Corporativo,0
3114,Google Ads,PMax,Desktop,Server-side,9,612,75%,0,Gerente,51-200,Genérico,1
3115,Google Ads,PMax,Mobile,Client-side,4,116,25%,0,Gerente,1-10,Genérico,0
3116,Direct,Search,Desktop,Client-side,9,531,25%,0,Coordenador,200+,Genérico,0
3117,,,Mobile,Client-side,14,518,50%,0,C-Level,1-10,Genérico,0
3118,Google Ads,Lookalike,Desktop,Server-side,2,88,25%,1,Analista,1-10,Corporativo,1
3119,Google Ads,Nenhuma,Mobile,Server-side,7,420,75%,0,C-Level,200+,Genérico,1
3120,Google Ads,Institucional,Mobile,Server-side,11,605,100%,0,Analista,1-10,Genérico,0
3121,,,Desktop,Client-side,11,231,25%,0,Analista,1-10,Corporativo,1
3122,Google Ads,PMax,Mobile,Client-side,5,510,100%,1,Analista,1-10,Corporativo,1
3123,,,Mobile,Client-side,8,744,50%,0,Gerente,1-10,Corporativo,1
3124,Meta Ads,Retargeting,Mobile,Client-side,11,748,75%,1,Gerente,1-10,Genérico,1
3125,Organic Search,PMax,Desktop,Server-side,14,1204,75%,1,Coordenador,51-200,Genérico,0
3126,LinkedIn Ads,Retargeting,Mobile,Client-side,8,576,100%,0,Gerente,11-50,Corporativo,1
3127,LinkedIn Ads,Search,Mobile,Client-side,14,532,75%,0,C-Level,51-200,Genérico,1
3128,,,Desktop,Client-side,14,630,50%,1,Gerente,51-200,Corporativo,1
3129,Referral,Lookalike,Mobile,Client-side,4,292,100%,0,Analista,11-50,Corporativo,0
3130,,,Desktop,Client-side,13,910,75%,1,Analista,11-50,Corporativo,1
3131,Organic Search,Institucional,Mobile,Client-side,4,176,50%,0,Analista,200+,Genérico,0
3132,Organic Search,PMax,Desktop,Server-side,8,288,50%,0,Analista,1-10,Genérico,0
3133,Direct,Institucional,Mobile,Client-side,3,279,25%,0,Analista,11-50,Genérico,0
3134,Meta Ads,Search,Mobile,Server-side,7,560,75%,0,Analista,200+,Genérico,0
3135,Google Ads,Lookalike,Mobile,Client-side,8,520,100%,0,C-Level,200+,Corporativo,1
3136,LinkedIn Ads,Search,Mobile,Server-side,8,592,25%,0,Gerente,51-200,Corporativo,1
3137,,,Mobile,Client-side,11,759,100%,1,C-Level,200+,Corporativo,1
3138,Organic Search,PMax,Mobile,Server-side,10,940,25%,0,C-Level,1-10,Corporativo,1
3139,Meta Ads,Search,Mobile,Server-side,4,120,50%,0,Gerente,51-200,Genérico,1
3140,,,Mobile,Client-side,9,279,25%,0,Analista,11-50,Genérico,0
3141,Meta Ads,Institucional,Mobile,Client-side,10,590,25%,0,Gerente,51-200,Corporativo,1
3142,Direct,Lookalike,Mobile,Client-side,4,268,25%,1,Estagiário,51-200,Corporativo,0
3143,Meta Ads,PMax,Mobile,Server-side,8,600,75%,0,Analista,1-10,Corporativo,0
3144,Meta Ads,Lookalike,Mobile,Client-side,6,162,25%,0,Estagiário,1-10,Genérico,0
3145,Google Ads,Retargeting,Mobile,Client-side,5,535,50%,0,Analista,51-200,Genérico,1
3146,,,Mobile,Client-side,4,132,100%,0,Gerente,11-50,Genérico,0
3147,Direct,Retargeting,Desktop,Server-side,5,530,75%,0,C-Level,1-10,Genérico,1
3148,LinkedIn Ads,Retargeting,Mobile,Server-side,13,975,50%,0,Analista,51-200,Corporativo,1
3149,Organic Search,Nenhuma,Mobile,Client-side,11,803,75%,0,Analista,1-10,Genérico,0
3150,,,Mobile,Client-side,1,119,100%,0,Analista,1-10,Genérico,0
3151,LinkedIn Ads,Search,Desktop,Server-side,7,252,100%,0,Gerente,200+,Genérico,0
3152,Google Ads,Retargeting,Mobile,Server-side,8,512,100%,0,Analista,11-50,Corporativo,1
3153,Organic Search,Lookalike,Desktop,Client-side,12,288,75%,0,C-Level,51-200,Genérico,0
3154,,,Mobile,Client-side,9,198,75%,0,Analista,51-200,Genérico,0
3155,Meta Ads,Lookalike,Desktop,Server-side,13,364,100%,0,C-Level,200+,Genérico,0
3156,,,Mobile,Client-side,3,309,100%,0,Estagiário,51-200,Corporativo,0
3157,,,Mobile,Client-side,9,351,50%,0,Coordenador,51-200,Corporativo,0
3158,Google Ads,Search,Mobile,Server-side,10,1020,100%,1,Analista,200+,Genérico,1
3159,Organic Search,Lookalike,Desktop,Client-side,5,200,25%,0,Coordenador,200+,Genérico,0
3160,Google Ads,PMax,Desktop,Server-side,10,990,75%,0,Estagiário,51-200,Genérico,0
3161,Meta Ads,Institucional,Mobile,Client-side,6,312,50%,0,C-Level,200+,Genérico,0
3162,Google Ads,Nenhuma,Mobile,Server-side,1,24,75%,0,Analista,1-10,Corporativo,0
3163,Meta Ads,Institucional,Mobile,Client-side,9,387,100%,0,Coordenador,1-10,Genérico,0
3164,Meta Ads,PMax,Mobile,Server-side,9,738,25%,0,Estagiário,1-10,Corporativo,1
3165,Google Ads,Nenhuma,Mobile,Client-side,6,588,100%,0,Analista,1-10,Genérico,0
3166,Meta Ads,Search,Mobile,Client-side,8,360,75%,1,Analista,200+,Corporativo,1
3167,Direct,Nenhuma,Desktop,Client-side,4,432,50%,1,C-Level,11-50,Genérico,0
3168,Google Ads,Lookalike,Mobile,Server-side,5,555,75%,1,Estagiário,11-50,Corporativo,0
3169,Organic Search,Institucional,Mobile,Client-side,5,260,50%,0,Analista,51-200,Genérico,0
3170,,,Mobile,Client-side,7,259,25%,0,Analista,11-50,Corporativo,0
3171,,,Desktop,Client-side,7,259,100%,0,Gerente,1-10,Genérico,0
3172,Google Ads,PMax,Desktop,Client-side,7,399,100%,1,Estagiário,200+,Corporativo,1
3173,Google Ads,Nenhuma,Mobile,Server-side,5,260,25%,1,Gerente,1-10,Genérico,1
3174,Google Ads,Lookalike,Desktop,Server-side,4,184,75%,1,Coordenador,1-10,Genérico,0
3175,,,Desktop,Client-side,8,544,25%,1,Coordenador,200+,Corporativo,1
3176,,,Mobile,Client-side,1,69,100%,0,Analista,1-10,Corporativo,0
3177,LinkedIn Ads,PMax,Mobile,Server-side,1,34,50%,0,Coordenador,1-10,Genérico,0
3178,Direct,PMax,Desktop,Server-side,6,576,100%,1,Analista,200+,Corporativo,0
3179,Organic Search,Institucional,Mobile,Server-side,2,142,75%,0,Analista,200+,Corporativo,0
