dispositivo,metodo_tracking,paginas_vistas,tempo_sessao_segundos,scroll_depth_max,baixou_material_rico,cargo,tamanho_empresa,tipo_email,converteu,origem_canal_Direct,origem_canal_Google Ads,origem_canal_LinkedIn Ads,origem_canal_Meta Ads,origem_canal_Organic Search,origem_canal_Referral,campanha_tipo_Lookalike,campanha_tipo_Nenhuma,campanha_tipo_PMax,campanha_tipo_Retargeting,campanha_tipo_Search,campanha_tipo_Sem Rastreio
0,0,0.38461538461538464,0.37745098039215685,0.0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.5384615384615385,0.44852941176470584,0.6666666666666666,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0.6153846153846154,0.3903186274509804,0.6666666666666666,0,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0.3076923076923077,0.22671568627450978,1.0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.38461538461538464,0.38112745098039214,1.0,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0.38461538461538464,0.3737745098039216,0.33333333333333337,0,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0.38461538461538464,0.20098039215686272,0.0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.07692307692307693,0.029411764705882353,0.6666666666666666,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0.23076923076923078,0.22794117647058823,0.6666666666666666,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0.0,0.044730392156862746,0.0,0,5,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1.0000000000000002,0.3909313725490196,1.0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0.8461538461538463,0.39215686274509803,0.6666666666666666,1,4,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0.0,0.032475490196078434,1.0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0.0,0.009803921568627449,0.6666666666666666,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0.4615384615384616,0.4981617647058823,0.6666666666666666,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0.0,0.05208333333333333,0.33333333333333337,0,4,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0.38461538461538464,0.37745098039215685,0.6666666666666666,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0.07692307692307693,0.125,0.0,0,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0.38461538461538464,0.13848039215686272,0.0,0,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0,1,0.38461538461538464,0.3333333333333333,0.0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0.8461538461538463,0.39215686274509803,1.0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.7692307692307694,0.3112745098039216,0.6666666666666666,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.15384615384615385,0.12377450980392156,1.0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.5384615384615385,0.2867647058823529,0.33333333333333337,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0.7692307692307694,0.3314950980392157,0.6666666666666666,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,0.23076923076923078,0.06862745098039216,0.0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0.9230769230769231,0.2824754901960784,0.33333333333333337,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.4615384615384616,0.23223039215686272,0.33333333333333337,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0.23076923076923078,0.11764705882352942,0.6666666666666666,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0.02696078431372549,0.0,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.38461538461538464,0.37745098039215685,1.0,0,4,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0.3076923076923077,0.14399509803921567,0.6666666666666666,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0.6153846153846154,0.4620098039215686,0.0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1.0000000000000002,0.6911764705882353,0.33333333333333337,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.0000000000000002,0.6225490196078431,0.6666666666666666,0,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,0.6153846153846154,0.32965686274509803,0.33333333333333337,0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0.8461538461538463,0.2892156862745098,0.0,0,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,0.7692307692307694,0.7022058823529412,1.0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0.9230769230769231,0.6807598039215687,1.0,0,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0.5384615384615385,0.4583333333333333,0.33333333333333337,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0.4615384615384616,0.48100490196078427,0.33333333333333337,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1.0000000000000002,0.3995098039215686,0.33333333333333337,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0.07692307692307693,0.06004901960784313,0.6666666666666666,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
1,1,1.0000000000000002,0.536764705882353,0.0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.5384615384615385,0.1299019607843137,0.33333333333333337,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.15384615384615385,0.16421568627450978,0.33333333333333337,0,5,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.38461538461538464,0.2230392156862745,0.33333333333333337,1,4,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0.6923076923076923,0.20833333333333331,1.0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0.4615384615384616,0.0778186274509804,0.33333333333333337,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0.8461538461538463,0.25245098039215685,0.0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.38461538461538464,0.38848039215686275,1.0,0,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0.3076923076923077,0.16237745098039214,0.0,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0.23076923076923078,0.125,1.0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.07692307692307693,0.08823529411764706,1.0,0,5,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0.6153846153846154,0.12009803921568628,0.6666666666666666,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,1.0000000000000002,0.36519607843137253,1.0,0,4,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0.4615384615384616,0.38235294117647056,1.0,0,3,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0.4615384615384616,0.46384803921568624,0.0,0,5,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0.23076923076923078,0.08823529411764706,0.0,1,5,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,1.0000000000000002,0.948529411764706,0.33333333333333337,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0.3076923076923077,0.2389705882352941,0.6666666666666666,1,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,1,0.38461538461538464,0.18627450980392155,1.0,1,2,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0
0,1,0.8461538461538463,0.5318627450980392,0.6666666666666666,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0.7692307692307694,0.2506127450980392,0.33333333333333337,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.8461538461538463,0.16421568627450978,0.6666666666666666,0,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0.07692307692307693,0.058823529411764705,1.0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.23076923076923078,0.18872549019607843,0.0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.9230769230769231,0.3939950980392157,0.6666666666666666,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.23076923076923078,0.18872549019607843,1.0,0,4,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0.8461538461538463,0.6715686274509804,0.33333333333333337,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.9230769230769231,0.4577205882352941,1.0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1,1,0.23076923076923078,0.07598039215686274,0.6666666666666666,0,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0.4615384615384616,0.40808823529411764,1.0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0.9230769230769231,0.7205882352941176,1.0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0.4615384615384616,0.20649509803921567,0.6666666666666666,0,4,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0.4615384615384616,0.16789215686274508,0.6666666666666666,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0.4615384615384616,0.3909313725490196,0.33333333333333337,0,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0.07692307692307693,0.08455882352941177,1.0,1,4,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0.3076923076923077,0.2818627450980392,0.0,0,3,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0.6923076923076923,0.6066176470588236,0.6666666666666666,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,0.07692307692307693,0.07965686274509803,1.0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0.3076923076923077,0.07352941176470588,0.0,0,4,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0.8461538461538463,0.6348039215686275,0.0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0.38461538461538464,0.2855392156862745,1.0,0,5,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0.15384615384615385,0.14031862745098037,1.0,0,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0.38461538461538464,0.13848039215686272,1.0,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0.3076923076923077,0.14399509803921567,0.0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0.23076923076923078,0.14950980392156862,1.0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.6923076923076923,0.11642156862745097,0.6666666666666666,0,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0
0,1,0.6153846153846154,0.5612745098039216,0.0,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0.7692307692307694,0.7359068627450981,0.6666666666666666,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1.0000000000000002,0.5968137254901961,0.6666666666666666,1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0.5384615384615385,0.5122549019607844,1.0,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0.8461538461538463,0.7745098039215687,0.6666666666666666,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0.4615384615384616,0.1292892156862745,1.0,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0.7692307692307694,0.36519607843137253,0.0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,0.015931372549019607,0.6666666666666666,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0.6153846153846154,0.22487745098039214,1.0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.6153846153846154,0.4454656862745098,0.33333333333333337,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.38461538461538464,0.31495098039215685,1.0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.4615384615384616,0.18075980392156862,0.33333333333333337,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0.9230769230769231,0.5692401960784315,1.0,1,5,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0.15384615384615385,0.05024509803921569,0.33333333333333337,0,4,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0.3076923076923077,0.13480392156862744,0.6666666666666666,0,5,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0.4615384615384616,0.4981617647058823,0.33333333333333337,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.0,0.044730392156862746,0.6666666666666666,0,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0.8461538461538463,0.3333333333333333,0.6666666666666666,0,4,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0.0,0.03553921568627451,1.0,0,4,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0
0,1,0.3076923076923077,0.2696078431372549,0.6666666666666666,1,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0.6153846153846154,0.20833333333333331,0.0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.4615384615384616,0.11213235294117647,0.33333333333333337,0,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0.0,0.0018382352941176475,1.0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0.9230769230769231,0.6329656862745099,0.6666666666666666,0,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0.9230769230769231,0.17095588235294115,0.33333333333333337,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0.8461538461538463,0.17156862745098037,0.33333333333333337,0,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0.3076923076923077,0.3216911764705882,0.0,0,5,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0.5384615384615385,0.4730392156862745,0.33333333333333337,0,3,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0.5384615384615385,0.43382352941176466,1.0,0,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0.8461538461538463,0.803921568627451,1.0,1,2,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,1,0.07692307692307693,0.030637254901960786,0.6666666666666666,0,4,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0,1,0.4615384615384616,0.23223039215686272,0.6666666666666666,1,2,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0.6923076923076923,0.40441176470588236,1.0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0.3076923076923077,0.23284313725490194,0.33333333333333337,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.6153846153846154,0.45098039215686275,0.33333333333333337,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0.15384615384615385,0.17524509803921567,0.0,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0.0,0.030024509803921573,0.6666666666666666,1,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0.9230769230769231,0.2745098039215686,0.33333333333333337,0,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0.23076923076923078,0.10294117647058823,0.33333333333333337,0,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0.4615384615384616,0.2579656862745098,0.6666666666666666,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0.0,0.006740196078431371,1.0,0,1,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0.07692307692307693,0.09681372549019608,0.33333333333333337,0,5,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1.0000000000000002,0.7598039215686275,0.0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0.3076923076923077,0.2665441176470588,0.33333333333333337,1,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0.6153846153846154,0.1090686274509804,0.33333333333333337,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,1.0000000000000002,0.5710784313725491,0.0,0,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0.0,0.012254901960784314,1.0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.8461538461538463,0.18627450980392155,0.0,1,4,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0.23076923076923078,0.19117647058823528,0.0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.8461538461538463,0.803921568627451,0.6666666666666666,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1.0000000000000002,0.6568627450980392,0.33333333333333337,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.15384615384615385,0.0778186274509804,1.0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1.0000000000000002,0.4252450980392157,0.33333333333333337,0,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0.3076923076923077,0.275735294117647,1.0,0,4,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0.3076923076923077,0.10723039215686274,0.0,0,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0.6923076923076923,0.20220588235294115,0.6666666666666666,0,2,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0.07692307692307693,0.04166666666666667,0.0,0,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0.3076923076923077,0.22977941176470587,0.33333333333333337,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0.6153846153846154,0.3406862745098039,0.6666666666666666,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0.3076923076923077,0.07352941176470588,0.6666666666666666,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,0.7692307692307694,0.45955882352941174,0.33333333333333337,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0.6923076923076923,0.4779411764705882,1.0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.07692307692307693,0.06004901960784313,0.6666666666666666,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,0.4615384615384616,0.33088235294117646,1.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0.38461538461538464,0.30392156862745096,1.0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0.4615384615384616,0.41237745098039214,1.0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0.5384615384615385,0.4534313725490196,0.6666666666666666,0,5,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0.6923076923076923,0.19607843137254902,0.0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0.3076923076923077,0.20833333333333331,0.6666666666666666,0,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0.07692307692307693,0.015931372549019607,0.0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0.4615384615384616,0.16789215686274508,0.6666666666666666,0,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0.4615384615384616,0.18504901960784312,0.0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.5384615384615385,0.2622549019607843,0.0,1,4,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0.4615384615384616,0.3995098039215686,0.6666666666666666,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0.6923076923076923,0.3676470588235294,1.0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0.4615384615384616,0.22794117647058823,1.0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1.0000000000000002,0.8799019607843137,0.0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0.9230769230769231,0.37009803921568624,0.33333333333333337,0,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0.6153846153846154,0.25245098039215685,0.33333333333333337,0,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0.5384615384615385,0.321078431372549,0.6666666666666666,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.07692307692307693,0.10294117647058823,0.6666666666666666,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.07692307692307693,0.07352941176470588,0.6666666666666666,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.4615384615384616,0.28370098039215685,0.33333333333333337,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0.6923076923076923,0.275735294117647,1.0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0.7692307692307694,0.6145833333333334,0.6666666666666666,0,2,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0.9230769230769231,0.17892156862745096,0.6666666666666666,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.6923076923076923,0.4473039215686274,1.0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0.15384615384615385,0.14031862745098037,0.0,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0.0,0.05392156862745098,0.6666666666666666,0,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0.6153846153846154,0.6274509803921569,0.33333333333333337,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1.0000000000000002,0.2965686274509804,0.33333333333333337,0,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1.0000000000000002,0.982843137254902,0.6666666666666666,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1.0000000000000002,0.9142156862745099,0.33333333333333337,0,2,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0.15384615384615385,0.20098039215686272,1.0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,0.03308823529411765,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.38461538461538464,0.09068627450980392,0.0,0,3,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0.23076923076923078,0.25735294117647056,0.6666666666666666,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1.0000000000000002,0.9142156862745099,0.6666666666666666,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,0.04105392156862745,0.0,1,5,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0.23076923076923078,0.21323529411764705,0.0,0,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1,1,0.5384615384615385,0.4681372549019608,0.6666666666666666,0,4,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0.7692307692307694,0.2236519607843137,0.33333333333333337,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0.4615384615384616,0.1378676470588235,0.6666666666666666,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0.8461538461538463,0.2230392156862745,1.0,0,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0.0,0.04718137254901961,0.6666666666666666,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.6923076923076923,0.6311274509803922,0.6666666666666666,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1,0.8461538461538463,0.7524509803921569,0.6666666666666666,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0.6153846153846154,0.49509803921568624,0.6666666666666666,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.38461538461538464,0.2892156862745098,0.6666666666666666,0,5,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0.07692307692307693,0.06127450980392157,0.6666666666666666,0,4,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0.15384615384615385,0.12009803921568628,0.33333333333333337,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0.4615384615384616,0.36090686274509803,0.6666666666666666,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0.15384615384615385,0.15870098039215685,0.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.9230769230769231,0.9276960784313726,0.6666666666666666,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0.15384615384615385,0.0392156862745098,0.33333333333333337,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0.3076923076923077,0.20220588235294115,1.0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0.15384615384615385,0.11090686274509803,0.0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.15384615384615385,0.16973039215686272,0.6666666666666666,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.7692307692307694,0.446078431372549,0.6666666666666666,0,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0.3076923076923077,0.10110294117647059,0.0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1.0000000000000002,0.23651960784313725,0.6666666666666666,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.3076923076923077,0.3063725490196078,0.33333333333333337,0,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0.8461538461538463,0.5245098039215687,0.6666666666666666,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.6153846153846154,0.5281862745098039,1.0,0,3,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0.0,0.008578431372549019,0.33333333333333337,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1.0000000000000002,0.24509803921568624,0.6666666666666666,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,0.02389705882352941,1.0,0,1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0.7692307692307694,0.43259803921568624,0.0,0,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,1.0000000000000002,0.3223039215686274,0.33333333333333337,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0.6153846153846154,0.6329656862745099,0.6666666666666666,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.3076923076923077,0.1133578431372549,0.6666666666666666,0,3,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0.23076923076923078,0.15196078431372548,0.0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0
